from,relation,to
00_HOME.md,links_to,90_FONTES/CATALOGO/klqqUW16ZKk
00_HOME.md,links_to,90_FONTES/CATALOGO/kp3zioWiQlc
00_HOME.md,links_to,90_FONTES/CATALOGO/kwZgh3IljJk
00_HOME.md,links_to,90_FONTES/CATALOGO/lF22lEIfXMA
00_HOME.md,links_to,90_FONTES/CATALOGO/lIFG-WiSsFg
00_HOME.md,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
00_HOME.md,links_to,90_FONTES/CATALOGO/llfWMGeLYA4
00_HOME.md,links_to,90_FONTES/CATALOGO/lodIKCrClXk
00_HOME.md,links_to,90_FONTES/CATALOGO/lqehMv0JQ_0
00_HOME.md,links_to,90_FONTES/CATALOGO/mXjSbSL3FPo
00_HOME.md,links_to,90_FONTES/CATALOGO/mabv7uX4nA4
00_HOME.md,links_to,90_FONTES/CATALOGO/nGHN5sODDeM
00_HOME.md,links_to,90_FONTES/CATALOGO/nnD-d5V_ShY
00_HOME.md,links_to,90_FONTES/CATALOGO/npMJIP5Te54
00_HOME.md,links_to,90_FONTES/CATALOGO/o6rhCeCdke4
00_HOME.md,links_to,90_FONTES/CATALOGO/oCmghETB7u0
00_HOME.md,links_to,90_FONTES/CATALOGO/oR8IKQGaAwc
00_HOME.md,links_to,90_FONTES/CATALOGO/oV8_ro58Bso
00_HOME.md,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
00_HOME.md,links_to,90_FONTES/CATALOGO/ozm7B-3Rvlo
00_HOME.md,links_to,90_FONTES/CATALOGO/ptVl_qTR48I
00_HOME.md,links_to,90_FONTES/CATALOGO/ptbLKpnbxCg
00_HOME.md,links_to,90_FONTES/CATALOGO/q1IA7EDNurs
00_HOME.md,links_to,90_FONTES/CATALOGO/qCM3XvIEIbQ
00_HOME.md,links_to,90_FONTES/CATALOGO/qFgAcnC9Wx0
00_HOME.md,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
00_HOME.md,links_to,90_FONTES/CATALOGO/qnoFFFZG68k
00_HOME.md,links_to,90_FONTES/CATALOGO/rNxRTd0u05Q
00_HOME.md,links_to,90_FONTES/CATALOGO/riFZB-vsFRw
00_HOME.md,links_to,90_FONTES/CATALOGO/rmnJC4L5WI4
00_HOME.md,links_to,90_FONTES/CATALOGO/roUOKbDG3PI
00_HOME.md,links_to,90_FONTES/CATALOGO/rtruzdMd7Hc
00_HOME.md,links_to,90_FONTES/CATALOGO/s67SlWV1Ems
00_HOME.md,links_to,90_FONTES/CATALOGO/sDYNRRUMf1Q
00_HOME.md,links_to,90_FONTES/CATALOGO/sIKQr7uKnwA
00_HOME.md,links_to,90_FONTES/CATALOGO/sL7_BNn-CUo
00_HOME.md,links_to,90_FONTES/CATALOGO/sbw6x8urVOg
00_HOME.md,links_to,90_FONTES/CATALOGO/t7EvafTo4ws
00_HOME.md,links_to,90_FONTES/CATALOGO/tB3ffpiu0-M
00_HOME.md,links_to,90_FONTES/CATALOGO/tLdCPHF5k8o
00_HOME.md,links_to,90_FONTES/CATALOGO/tNKw4o_0egM
00_HOME.md,links_to,90_FONTES/CATALOGO/uJy-0v_ve9k
00_HOME.md,links_to,90_FONTES/CATALOGO/uN3awhBBZIY
00_HOME.md,links_to,90_FONTES/CATALOGO/uWJ3UVGjyMM
00_HOME.md,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
00_HOME.md,links_to,90_FONTES/CATALOGO/vffHWn532dU
00_HOME.md,links_to,90_FONTES/CATALOGO/vjNnw6vCqjo
00_HOME.md,links_to,90_FONTES/CATALOGO/w-JYaMMb7Ug
00_HOME.md,links_to,90_FONTES/CATALOGO/wVTppP7FDi4
00_HOME.md,links_to,90_FONTES/CATALOGO/x0IwSi5VQhA
00_HOME.md,links_to,90_FONTES/CATALOGO/xAKP0_EyVk0
00_HOME.md,links_to,90_FONTES/CATALOGO/xPiWqZO1zOU
00_HOME.md,links_to,90_FONTES/CATALOGO/xXE_s5xy7FE
00_HOME.md,links_to,90_FONTES/CATALOGO/xyICNpQaVc0
00_HOME.md,links_to,90_FONTES/CATALOGO/yLXLjn5T97E
00_HOME.md,links_to,90_FONTES/CATALOGO/yXfBRNFD6LQ
00_HOME.md,links_to,90_FONTES/CATALOGO/zdWwxP7mS04
KB-03,supported_by,SRC-7JO1Lk_QEYI
KB-03,supported_by,SRC-S7kkFctlT_o
KB-03,supported_by,SRC-YqwTaBUX1Do
KB-03,supported_by,SRC-gMTT0FRM_VA
KB-03,supported_by,SRC-hX8K6EH_bTw
KB-03,supported_by,SRC-lqehMv0JQ_0
KB-03,supported_by,SRC-npMJIP5Te54
KB-03,supported_by,SRC-qlu-rANP6Wk
KB-03,supported_by,SRC-uzUaZsXpz0o
KB-03,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-03,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
KB-03,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
KB-03,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
KB-03,links_to,90_FONTES/CATALOGO/lqehMv0JQ_0
KB-03,links_to,90_FONTES/CATALOGO/S7kkFctlT_o
KB-03,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
KB-03,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
KB-03,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-03,links_to,00_MODELO_MENTAL/Mapa - MOC - Operação
MOC-18B988EC,links_to,06_Backoffice/Backoffice - a venda ainda precisa acontecer de verdade
MOC-18B988EC,links_to,06_Backoffice/Formalização é um ponto de perda
MOC-18B988EC,links_to,06_Backoffice/Passagem do comercial para o operacional
MOC-18B988EC,links_to,"06_Backoffice/Portabilidade - controlar o estado, o tempo e a exceção"
MOC-18B988EC,links_to,00_HOME
MOC-A10C4065,links_to,05_Comercial/Carteira não é uma lista para disparo infinito
MOC-A10C4065,links_to,05_Comercial/Comercial - mais do que um script
MOC-A10C4065,links_to,05_Comercial/Origem da oportunidade e capacidade de atendimento
MOC-A10C4065,links_to,"05_Comercial/Público, canal e momento"
MOC-A10C4065,links_to,00_HOME
MOC-F95CC511,links_to,01_Ecossistema/A cadeia de relacionamento importa
MOC-F95CC511,links_to,01_Ecossistema/As formas de trabalhar não são equivalentes
MOC-F95CC511,links_to,01_Ecossistema/O que significa ser um corban dentro deste acervo
MOC-F95CC511,links_to,00_HOME
MOC-C12CE788,links_to,08_Financeiro/A base de cálculo vem antes do percentual
MOC-C12CE788,links_to,08_Financeiro/Capital inicial não é capital para sobreviver
MOC-C12CE788,links_to,"08_Financeiro/Diferimento, antecipação e coobrigação"
MOC-C12CE788,links_to,08_Financeiro/Elegibilidade e conciliação
MOC-C12CE788,links_to,"08_Financeiro/Financeiro - produção, receita, recebimento e lucro"
MOC-C12CE788,links_to,00_HOME
MOC-C133ABFD,links_to,07_Pessoas_e_Estrutura/A operação observada na SOMA
MOC-C133ABFD,links_to,07_Pessoas_e_Estrutura/Dois modelos diferentes convivem
MOC-C133ABFD,links_to,"07_Pessoas_e_Estrutura/Pessoas, estrutura e aprendizagem"
MOC-C133ABFD,links_to,07_Pessoas_e_Estrutura/Treinamento não termina no acesso ao curso
MOC-C133ABFD,links_to,10_Indicadores/Indicadores - perguntas antes dos números
MOC-C133ABFD,links_to,00_HOME
MOC-AA71F114,links_to,02_Operacao/A principal síntese - existem três fluxos diferentes
MOC-AA71F114,links_to,03_Qualificacao/As perguntas que precisam permanecer separadas
MOC-AA71F114,links_to,03_Qualificacao/Qualificar antes de comprometer a operação
MOC-AA71F114,links_to,03_Qualificacao/Um “não” precisa de motivo
MOC-AA71F114,links_to,00_HOME
MOC-7A2A833D,links_to,04_Produtos/Antecipação do saque-aniversário do FGTS
MOC-7A2A833D,links_to,04_Produtos/Cartão consignado
MOC-7A2A833D,links_to,04_Produtos/Contrato novo e margem complementar
MOC-7A2A833D,links_to,04_Produtos/Crédito do trabalhador - consignado CLT
MOC-7A2A833D,links_to,04_Produtos/Portabilidade pura e portabilidade com refinanciamento
MOC-7A2A833D,links_to,04_Produtos/Produtos adjacentes
MOC-7A2A833D,links_to,04_Produtos/Produtos - mecanismos e consequências operacionais
MOC-7A2A833D,links_to,04_Produtos/Refinanciamento
MOC-7A2A833D,links_to,00_HOME
MOC-241309E3,links_to,11_Risco_e_Confianca/Acesso é parte da qualidade operacional
MOC-241309E3,links_to,"11_Risco_e_Confianca/Conteúdo compreendido, mas não adotado"
MOC-241309E3,links_to,11_Risco_e_Confianca/Reclamação é também um problema de rastreabilidade
MOC-241309E3,links_to,"11_Risco_e_Confianca/Risco, qualidade e confiança"
MOC-241309E3,links_to,00_HOME
MOC-7AE46C67,links_to,"09_Tecnologia/Autocontratação, automação e IA"
MOC-7AE46C67,links_to,09_Tecnologia/Discadora e URA não dispensam gestão
MOC-7AE46C67,links_to,09_Tecnologia/Tecnologia - cada ferramenta resolve uma parte
MOC-7AE46C67,links_to,00_HOME
MOC-E7C70710,links_to,"12_Divergencias_e_Validacao/Dados, cálculos e regras que permanecem a validar"
MOC-E7C70710,links_to,12_Divergencias_e_Validacao/Divergências que precisam continuar visíveis
MOC-E7C70710,links_to,00_HOME
KB-15,supported_by,SRC-YqwTaBUX1Do
KB-15,supported_by,SRC-cG_2TxueZKQ
KB-15,supported_by,SRC-hX8K6EH_bTw
KB-15,supported_by,SRC-npMJIP5Te54
KB-15,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-15,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
KB-15,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-15,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-15,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-15,links_to,00_HOME
KB-16,supported_by,SRC-hX8K6EH_bTw
KB-16,supported_by,SRC-lOvhBIPc1vA
KB-16,supported_by,SRC-qlu-rANP6Wk
KB-16,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-16,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
KB-16,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
KB-16,links_to,00_HOME
KB-02-02,supported_by,SRC-YXEkvNLIx2g
KB-02-02,supported_by,SRC-cG_2TxueZKQ
KB-02-02,supported_by,SRC-fPipFrLlhnE
KB-02-02,supported_by,SRC-kkq13beQxrQ
KB-02-02,supported_by,SRC-tLdCPHF5k8o
KB-02-02,links_to,90_FONTES/CATALOGO/tLdCPHF5k8o
KB-02-02,links_to,90_FONTES/CATALOGO/fPipFrLlhnE
KB-02-02,links_to,90_FONTES/CATALOGO/kkq13beQxrQ
KB-02-02,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-02-02,links_to,90_FONTES/CATALOGO/YXEkvNLIx2g
KB-02-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Ecossistema
KB-02-01,supported_by,SRC-k1P6DwauJFk
KB-02-01,supported_by,SRC-lF22lEIfXMA
KB-02-01,supported_by,SRC-llfWMGeLYA4
KB-02-01,supported_by,SRC-lodIKCrClXk
KB-02-01,links_to,90_FONTES/CATALOGO/k1P6DwauJFk
KB-02-01,links_to,90_FONTES/CATALOGO/llfWMGeLYA4
KB-02-01,links_to,90_FONTES/CATALOGO/lodIKCrClXk
KB-02-01,links_to,90_FONTES/CATALOGO/lF22lEIfXMA
KB-02-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Ecossistema
KB-02,supported_by,SRC-CvKTD31Jnz8
KB-02,supported_by,SRC-WPS80xEVSXY
KB-02,supported_by,SRC-YXEkvNLIx2g
KB-02,supported_by,SRC-cG_2TxueZKQ
KB-02,supported_by,SRC-fPipFrLlhnE
KB-02,supported_by,SRC-k1P6DwauJFk
KB-02,supported_by,SRC-kkq13beQxrQ
KB-02,supported_by,SRC-lF22lEIfXMA
KB-02,supported_by,SRC-llfWMGeLYA4
KB-02,supported_by,SRC-lodIKCrClXk
KB-02,supported_by,SRC-ptbLKpnbxCg
KB-02,supported_by,SRC-tLdCPHF5k8o
KB-02,links_to,90_FONTES/CATALOGO/WPS80xEVSXY
KB-02,links_to,90_FONTES/CATALOGO/ptbLKpnbxCg
KB-02,links_to,90_FONTES/CATALOGO/CvKTD31Jnz8
KB-02,links_to,90_FONTES/CATALOGO/k1P6DwauJFk
KB-02,links_to,90_FONTES/CATALOGO/llfWMGeLYA4
KB-02,links_to,90_FONTES/CATALOGO/lodIKCrClXk
KB-02,links_to,90_FONTES/CATALOGO/lF22lEIfXMA
KB-02,links_to,90_FONTES/CATALOGO/tLdCPHF5k8o
KB-02,links_to,90_FONTES/CATALOGO/fPipFrLlhnE
KB-02,links_to,90_FONTES/CATALOGO/kkq13beQxrQ
KB-02,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-02,links_to,90_FONTES/CATALOGO/YXEkvNLIx2g
KB-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Ecossistema
ENTIDADE-backoffice-ou-operacional,supported_by,SRC-7JO1Lk_QEYI
ENTIDADE-backoffice-ou-operacional,supported_by,SRC-klqqUW16ZKk
ENTIDADE-backoffice-ou-operacional,supported_by,SRC-npMJIP5Te54
ENTIDADE-backoffice-ou-operacional,supported_by,SRC-uzUaZsXpz0o
ENTIDADE-backoffice-ou-operacional,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
ENTIDADE-backoffice-ou-operacional,links_to,90_FONTES/CATALOGO/klqqUW16ZKk
ENTIDADE-backoffice-ou-operacional,links_to,90_FONTES/CATALOGO/npMJIP5Te54
ENTIDADE-backoffice-ou-operacional,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
ENTIDADE-banco,supported_by,SRC-YqwTaBUX1Do
ENTIDADE-banco,supported_by,SRC-cG_2TxueZKQ
ENTIDADE-banco,supported_by,SRC-fPipFrLlhnE
ENTIDADE-banco,supported_by,SRC-gMTT0FRM_VA
ENTIDADE-banco,supported_by,SRC-hX8K6EH_bTw
ENTIDADE-banco,supported_by,SRC-kkq13beQxrQ
ENTIDADE-banco,supported_by,SRC-tLdCPHF5k8o
ENTIDADE-banco,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
ENTIDADE-banco,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
ENTIDADE-banco,links_to,90_FONTES/CATALOGO/fPipFrLlhnE
ENTIDADE-banco,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
ENTIDADE-banco,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
ENTIDADE-banco,links_to,90_FONTES/CATALOGO/kkq13beQxrQ
ENTIDADE-banco,links_to,90_FONTES/CATALOGO/tLdCPHF5k8o
ENTIDADE-cliente,supported_by,SRC-CvKTD31Jnz8
ENTIDADE-cliente,supported_by,SRC-lF22lEIfXMA
ENTIDADE-cliente,links_to,90_FONTES/CATALOGO/CvKTD31Jnz8
ENTIDADE-cliente,links_to,90_FONTES/CATALOGO/lF22lEIfXMA
ENTIDADE-correspondente-bancario-corban,supported_by,SRC-4ENJRs8ekQE
ENTIDADE-correspondente-bancario-corban,supported_by,SRC-CvKTD31Jnz8
ENTIDADE-correspondente-bancario-corban,supported_by,SRC-GPrBygrTUsc
ENTIDADE-correspondente-bancario-corban,supported_by,SRC-hX8K6EH_bTw
ENTIDADE-correspondente-bancario-corban,supported_by,SRC-lOvhBIPc1vA
ENTIDADE-correspondente-bancario-corban,supported_by,SRC-qlu-rANP6Wk
ENTIDADE-correspondente-bancario-corban,links_to,90_FONTES/CATALOGO/4ENJRs8ekQE
ENTIDADE-correspondente-bancario-corban,links_to,90_FONTES/CATALOGO/CvKTD31Jnz8
ENTIDADE-correspondente-bancario-corban,links_to,90_FONTES/CATALOGO/GPrBygrTUsc
ENTIDADE-correspondente-bancario-corban,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
ENTIDADE-correspondente-bancario-corban,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
ENTIDADE-correspondente-bancario-corban,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
ENTIDADE-gestor-da-operacao,supported_by,SRC-cG_2TxueZKQ
ENTIDADE-gestor-da-operacao,supported_by,SRC-npMJIP5Te54
ENTIDADE-gestor-da-operacao,supported_by,SRC-7JO1Lk_QEYI
ENTIDADE-gestor-da-operacao,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
ENTIDADE-gestor-da-operacao,links_to,90_FONTES/CATALOGO/npMJIP5Te54
ENTIDADE-gestor-da-operacao,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
ENTIDADE-parceiro-indicador,supported_by,SRC-5rcLtw40xis
ENTIDADE-parceiro-indicador,supported_by,SRC-B_pUYw5KEHU
ENTIDADE-parceiro-indicador,supported_by,SRC-N1QMwTlmTQQ
ENTIDADE-parceiro-indicador,supported_by,SRC-hVG-hIGChPY
ENTIDADE-parceiro-indicador,links_to,90_FONTES/CATALOGO/5rcLtw40xis
ENTIDADE-parceiro-indicador,links_to,90_FONTES/CATALOGO/B_pUYw5KEHU
ENTIDADE-parceiro-indicador,links_to,90_FONTES/CATALOGO/N1QMwTlmTQQ
ENTIDADE-parceiro-indicador,links_to,90_FONTES/CATALOGO/hVG-hIGChPY
ENTIDADE-promotora-de-credito,supported_by,SRC-cG_2TxueZKQ
ENTIDADE-promotora-de-credito,supported_by,SRC-fPipFrLlhnE
ENTIDADE-promotora-de-credito,supported_by,SRC-kkq13beQxrQ
ENTIDADE-promotora-de-credito,supported_by,SRC-qlu-rANP6Wk
ENTIDADE-promotora-de-credito,supported_by,SRC-tLdCPHF5k8o
ENTIDADE-promotora-de-credito,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
ENTIDADE-promotora-de-credito,links_to,90_FONTES/CATALOGO/fPipFrLlhnE
ENTIDADE-promotora-de-credito,links_to,90_FONTES/CATALOGO/kkq13beQxrQ
ENTIDADE-promotora-de-credito,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
ENTIDADE-promotora-de-credito,links_to,90_FONTES/CATALOGO/tLdCPHF5k8o
ENTIDADE-vendedor-ou-consultor,supported_by,SRC-7JO1Lk_QEYI
ENTIDADE-vendedor-ou-consultor,supported_by,SRC-WPS80xEVSXY
ENTIDADE-vendedor-ou-consultor,supported_by,SRC-lF22lEIfXMA
ENTIDADE-vendedor-ou-consultor,supported_by,SRC-npMJIP5Te54
ENTIDADE-vendedor-ou-consultor,supported_by,SRC-ptbLKpnbxCg
ENTIDADE-vendedor-ou-consultor,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
ENTIDADE-vendedor-ou-consultor,links_to,90_FONTES/CATALOGO/WPS80xEVSXY
ENTIDADE-vendedor-ou-consultor,links_to,90_FONTES/CATALOGO/lF22lEIfXMA
ENTIDADE-vendedor-ou-consultor,links_to,90_FONTES/CATALOGO/npMJIP5Te54
ENTIDADE-vendedor-ou-consultor,links_to,90_FONTES/CATALOGO/ptbLKpnbxCg
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,supported_by,SRC-cG_2TxueZKQ
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,supported_by,SRC-SYBDpwDUh2s
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,supported_by,SRC-kp3zioWiQlc
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,supported_by,SRC-oq_7VkDPeGA
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,links_to,90_FONTES/CATALOGO/kp3zioWiQlc
CONTEXTO_PUBLICO-clt-e-credito-do-trabalhador,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
CONTEXTO_PUBLICO-convenio-como-variavel-da-operacao,supported_by,SRC-hvjxwlSUDS8
CONTEXTO_PUBLICO-convenio-como-variavel-da-operacao,supported_by,SRC-uzUaZsXpz0o
CONTEXTO_PUBLICO-convenio-como-variavel-da-operacao,supported_by,SRC-kkq13beQxrQ
CONTEXTO_PUBLICO-convenio-como-variavel-da-operacao,links_to,90_FONTES/CATALOGO/hvjxwlSUDS8
CONTEXTO_PUBLICO-convenio-como-variavel-da-operacao,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
CONTEXTO_PUBLICO-convenio-como-variavel-da-operacao,links_to,90_FONTES/CATALOGO/kkq13beQxrQ
CONTEXTO_PUBLICO-fgts-como-publico-e-produto,supported_by,SRC-Np3osX1AiuQ
CONTEXTO_PUBLICO-fgts-como-publico-e-produto,supported_by,SRC-d3ZrTW6lCkE
CONTEXTO_PUBLICO-fgts-como-publico-e-produto,supported_by,SRC-eCu9BPh0VPw
CONTEXTO_PUBLICO-fgts-como-publico-e-produto,links_to,90_FONTES/CATALOGO/Np3osX1AiuQ
CONTEXTO_PUBLICO-fgts-como-publico-e-produto,links_to,90_FONTES/CATALOGO/d3ZrTW6lCkE
CONTEXTO_PUBLICO-fgts-como-publico-e-produto,links_to,90_FONTES/CATALOGO/eCu9BPh0VPw
CONTEXTO_PUBLICO-inss-como-contexto-operacional,supported_by,SRC-DUG5bCfhfPM
CONTEXTO_PUBLICO-inss-como-contexto-operacional,supported_by,SRC-JiQ3fRMz4eg
CONTEXTO_PUBLICO-inss-como-contexto-operacional,supported_by,SRC-uzUaZsXpz0o
CONTEXTO_PUBLICO-inss-como-contexto-operacional,supported_by,SRC-lOvhBIPc1vA
CONTEXTO_PUBLICO-inss-como-contexto-operacional,links_to,90_FONTES/CATALOGO/DUG5bCfhfPM
CONTEXTO_PUBLICO-inss-como-contexto-operacional,links_to,90_FONTES/CATALOGO/JiQ3fRMz4eg
CONTEXTO_PUBLICO-inss-como-contexto-operacional,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
CONTEXTO_PUBLICO-inss-como-contexto-operacional,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
CONTEXTO_PUBLICO-servidores-publicos-como-publico,supported_by,SRC-hvjxwlSUDS8
CONTEXTO_PUBLICO-servidores-publicos-como-publico,supported_by,SRC-kkq13beQxrQ
CONTEXTO_PUBLICO-servidores-publicos-como-publico,links_to,90_FONTES/CATALOGO/hvjxwlSUDS8
CONTEXTO_PUBLICO-servidores-publicos-como-publico,links_to,90_FONTES/CATALOGO/kkq13beQxrQ
KB-05-05,supported_by,SRC-Np3osX1AiuQ
KB-05-05,supported_by,SRC-ULTdnUEbPpo
KB-05-05,supported_by,SRC-Y1OMmIFxdjY
KB-05-05,supported_by,SRC-d3ZrTW6lCkE
KB-05-05,supported_by,SRC-eCu9BPh0VPw
KB-05-05,links_to,90_FONTES/CATALOGO/eCu9BPh0VPw
KB-05-05,links_to,90_FONTES/CATALOGO/d3ZrTW6lCkE
KB-05-05,links_to,90_FONTES/CATALOGO/Np3osX1AiuQ
KB-05-05,links_to,90_FONTES/CATALOGO/Y1OMmIFxdjY
KB-05-05,links_to,90_FONTES/CATALOGO/ULTdnUEbPpo
KB-05-05,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-05-04,supported_by,SRC-jCCFcr0LUQY
KB-05-04,supported_by,SRC-oV8_ro58Bso
KB-05-04,links_to,90_FONTES/CATALOGO/oV8_ro58Bso
KB-05-04,links_to,90_FONTES/CATALOGO/jCCFcr0LUQY
KB-05-04,links_to,90_FONTES/CATALOGO/jCCFcr0LUQY
KB-05-04,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-05-01,supported_by,SRC--xpmCb7TugU
KB-05-01,supported_by,SRC-4ENJRs8ekQE
KB-05-01,supported_by,SRC-Fkzz5JePGb4
KB-05-01,supported_by,SRC-GPrBygrTUsc
KB-05-01,supported_by,SRC-PkM5BR5dQjQ
KB-05-01,links_to,90_FONTES/CATALOGO/Fkzz5JePGb4
KB-05-01,links_to,90_FONTES/CATALOGO/-xpmCb7TugU
KB-05-01,links_to,90_FONTES/CATALOGO/PkM5BR5dQjQ
KB-05-01,links_to,90_FONTES/CATALOGO/4ENJRs8ekQE
KB-05-01,links_to,90_FONTES/CATALOGO/GPrBygrTUsc
KB-05-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-05-06,supported_by,SRC-SYBDpwDUh2s
KB-05-06,supported_by,SRC-kp3zioWiQlc
KB-05-06,supported_by,SRC-oq_7VkDPeGA
KB-05-06,supported_by,SRC-tNKw4o_0egM
KB-05-06,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-05-06,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
KB-05-06,links_to,90_FONTES/CATALOGO/kp3zioWiQlc
KB-05-06,links_to,90_FONTES/CATALOGO/tNKw4o_0egM
KB-05-06,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-05-03,supported_by,SRC-DEHg2psZQyk
KB-05-03,supported_by,SRC-YqwTaBUX1Do
KB-05-03,supported_by,SRC-awHfxJT-9Mw
KB-05-03,supported_by,SRC-igSOHG-ewic
KB-05-03,links_to,90_FONTES/CATALOGO/awHfxJT-9Mw
KB-05-03,links_to,90_FONTES/CATALOGO/DEHg2psZQyk
KB-05-03,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
KB-05-03,links_to,90_FONTES/CATALOGO/igSOHG-ewic
KB-05-03,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-05,supported_by,SRC--xpmCb7TugU
KB-05,supported_by,SRC-4ENJRs8ekQE
KB-05,supported_by,SRC-5-LTc3NlQnI
KB-05,supported_by,SRC-B_pUYw5KEHU
KB-05,supported_by,SRC-D6eDTUD8v3I
KB-05,supported_by,SRC-DEHg2psZQyk
KB-05,supported_by,SRC-Fkzz5JePGb4
KB-05,supported_by,SRC-GPrBygrTUsc
KB-05,supported_by,SRC-N1QMwTlmTQQ
KB-05,supported_by,SRC-Np3osX1AiuQ
KB-05,supported_by,SRC-PkM5BR5dQjQ
KB-05,supported_by,SRC-SYBDpwDUh2s
KB-05,supported_by,SRC-ULTdnUEbPpo
KB-05,supported_by,SRC-Y1OMmIFxdjY
KB-05,supported_by,SRC-YOI-G0UmPYw
KB-05,supported_by,SRC-YqwTaBUX1Do
KB-05,supported_by,SRC-awHfxJT-9Mw
KB-05,supported_by,SRC-d3ZrTW6lCkE
KB-05,supported_by,SRC-eCu9BPh0VPw
KB-05,supported_by,SRC-igSOHG-ewic
KB-05,supported_by,SRC-jCCFcr0LUQY
KB-05,supported_by,SRC-kp3zioWiQlc
KB-05,supported_by,SRC-mabv7uX4nA4
KB-05,supported_by,SRC-oV8_ro58Bso
KB-05,supported_by,SRC-oq_7VkDPeGA
KB-05,supported_by,SRC-tNKw4o_0egM
KB-05,supported_by,SRC-uWJ3UVGjyMM
KB-05,links_to,90_FONTES/CATALOGO/Fkzz5JePGb4
KB-05,links_to,90_FONTES/CATALOGO/-xpmCb7TugU
KB-05,links_to,90_FONTES/CATALOGO/PkM5BR5dQjQ
KB-05,links_to,90_FONTES/CATALOGO/4ENJRs8ekQE
KB-05,links_to,90_FONTES/CATALOGO/GPrBygrTUsc
KB-05,links_to,90_FONTES/CATALOGO/YOI-G0UmPYw
KB-05,links_to,90_FONTES/CATALOGO/uWJ3UVGjyMM
KB-05,links_to,90_FONTES/CATALOGO/mabv7uX4nA4
KB-05,links_to,90_FONTES/CATALOGO/awHfxJT-9Mw
KB-05,links_to,90_FONTES/CATALOGO/DEHg2psZQyk
KB-05,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
KB-05,links_to,90_FONTES/CATALOGO/igSOHG-ewic
KB-05,links_to,90_FONTES/CATALOGO/oV8_ro58Bso
KB-05,links_to,90_FONTES/CATALOGO/jCCFcr0LUQY
