num,id,filename,theme,status,url
108,HmuoPY4InTM,HmuoPY4InTM.txt,CERTIFICACAO CORRESPONDENTE BANCARIO 2026: Os 4 segredos,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/HmuoPY4InTM.txt
109,hopplqYQVbg,hopplqYQVbg.txt,Specialized or diversified corban,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/hopplqYQVbg.txt
110,HTi6uilLObA,HTi6uilLObA.txt,Simulador da Margem de Aumento: Tudo o que voce precisa saber!,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/HTi6uilLObA.txt
111,hVDQ6g-FJKk,hVDQ6g-FJKk.txt,Independent corban in May,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/hVDQ6g-FJKk.txt
112,hVG-hIGChPY,hVG-hIGChPY.txt,HOW TO USE WHATSAPP TO SELL PAYROLL LOANS,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/hVG-hIGChPY.txt
113,hvjxwlSUDS8,hvjxwlSUDS8.txt,WHO TO SELL TO IN THE CREDIT MARKET?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/hvjxwlSUDS8.txt
114,hX8K6EH_bTw,hX8K6EH_bTw.txt,THE BEST SYSTEMS FOR SELLING CONSIGNED CREDIT,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/hX8K6EH_bTw.txt
115,Ib6FHHO2s24,Ib6FHHO2s24.txt,Medidas para acabar com o roubo de margem,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Ib6FHHO2s24.txt
116,IEAIgoV5YZs,IEAIgoV5YZs.txt,How to become a BANK CORRESPONDENT: An EASY step-by-step guide that works,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/IEAIgoV5YZs.txt
117,igSOHG-ewic,igSOHG-ewic.txt,#03 Treinamento de Portabilidade - Quais as ferramentas necessarias para vender Portabilidade?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/igSOHG-ewic.txt
118,IVIUSvp6pCk,IVIUSvp6pCk.txt,"Becoming a Certified Banking Correspondent and politicians: Beware, don't wait - Do it now in 2026!",Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/IVIUSvp6pCk.txt
119,jCCFcr0LUQY,jCCFcr0LUQY.txt,TUDO O QUE VOCE PRECISA SABER SOBRE CARTAO DE CREDITO CONSIGNADO!,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/jCCFcr0LUQY.txt
120,jgRo1hzsNbU,jgRo1hzsNbU.txt,#05 Portability Training - How to input Portability proposals?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/jgRo1hzsNbU.txt
121,jICTfHiHs0M,jICTfHiHs0M.txt,#5: SALES SCRIPT FOR CONSIGNED LOANS,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/jICTfHiHs0M.txt
122,jiDWdgAHjII,jiDWdgAHjII.txt,Credit sales step by step,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/jiDWdgAHjII.txt
123,JiQ3fRMz4eg,JiQ3fRMz4eg.txt,Como cadastrar o Meu INSS,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/JiQ3fRMz4eg.txt
124,jLBzYp_DFpI,jLBzYp_DFpI.txt,Por dento do Corban Faixa Preta na Black Friday,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/jLBzYp_DFpI.txt
125,jR7HqDgcbgU,jR7HqDgcbgU.txt,January2026 time to act,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/jR7HqDgcbgU.txt
126,JWK2aST8QtU,JWK2aST8QtU.txt,Do You Need a Course to BECOME A BANK CORRESPONDENT in 2026?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/JWK2aST8QtU.txt
127,JxUf1gTlWHY,JxUf1gTlWHY.txt,Como escolher um nome de marca? Empreendedor iniciante,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/JxUf1gTlWHY.txt
128,jYgJEAVeVkg,jYgJEAVeVkg.txt,3 MAIORES ERROS COMETIDOS NA VENDA DE EMPRESTIMO CONSIGNADO!,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/jYgJEAVeVkg.txt
129,k1P6DwauJFk,k1P6DwauJFk.txt,Ways to be correspondent lesson1,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/k1P6DwauJFk.txt
130,kkq13beQxrQ,kkq13beQxrQ.txt,How to Become an Independent Banking Correspondent?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/kkq13beQxrQ.txt
131,klqqUW16ZKk,klqqUW16ZKk.txt,TREINAMENTO COMPLETO PARA CORRESPONDENTES BANCARIOS,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/klqqUW16ZKk.txt
132,kOac1JMjOXc,kOac1JMjOXc.txt,This system will help you sell a lot of payroll loans!,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/kOac1JMjOXc.txt
133,kp3zioWiQlc,kp3zioWiQlc.txt,Want to be a Banking Correspondent in 2026? Do it!,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/kp3zioWiQlc.txt
134,KQ8DcEZzsic,KQ8DcEZzsic.txt,Because iCred is much more than just credit.,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/KQ8DcEZzsic.txt
135,KspjbI7fHmw,KspjbI7fHmw.txt,02 - Questions about payroll loan contracts?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/KspjbI7fHmw.txt
136,kwZgh3IljJk,kwZgh3IljJk.txt,FBB100 certification steps,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/kwZgh3IljJk.txt
137,kYta547qt0Y,kYta547qt0Y.txt,Remote corban requirements video1,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/kYta547qt0Y.txt
138,Kz6FmPOMfxA,Kz6FmPOMfxA.txt,FEBRABAN FBB-100 Full Correspondent Study Guide - 2026 Febraban Exam,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Kz6FmPOMfxA.txt
139,L4HMn7czyLg,L4HMn7czyLg.txt,Ser CORRESPONDENTE BANCARIO: Como falar com o cliente e VENDER 3X MAIS,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/L4HMn7czyLg.txt
140,lF22lEIfXMA,lF22lEIfXMA.txt,Credit sales money-making mindset class,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/lF22lEIfXMA.txt
141,LFVXE1HCsBI,LFVXE1HCsBI.txt,O aumento de 5% de margem foi aprovado?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/LFVXE1HCsBI.txt
142,lIFG-WiSsFg,lIFG-WiSsFg.txt,#04 Portability Training - How to calculate the costs for selling number portability?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/lIFG-WiSsFg.txt
143,LivVNViVG0Q,LivVNViVG0Q.txt,Stop listening to this advice: mindset,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/LivVNViVG0Q.txt
144,llfWMGeLYA4,llfWMGeLYA4.txt,Main or secondary activity lesson5,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/llfWMGeLYA4.txt
145,lodIKCrClXk,lodIKCrClXk.txt,PRIMEIROS PASSOS DE UM BOM PLANEJAMENTO,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/lodIKCrClXk.txt
146,lOvhBIPc1vA,lOvhBIPc1vA.txt,OS MAIORES RISCOS NA VENDA DE CREDITO CONSIGNADO - EVITE PREJUIZOS!,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/lOvhBIPc1vA.txt
147,lqehMv0JQ_0,lqehMv0JQ_0.txt,HOW TO SELL MORE USING DIGITAL SALES!,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/lqehMv0JQ_0.txt
148,M8hVgarGB0Y,M8hVgarGB0Y.txt,How to approach clients to sell payroll loans?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/M8hVgarGB0Y.txt
149,mabv7uX4nA4,mabv7uX4nA4.txt,#4: CALCULATING THE RELEASED VALUE,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/mabv7uX4nA4.txt
150,MGOlGbGLqf4,MGOlGbGLqf4.txt,Right course to become a banking correspondent,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/MGOlGbGLqf4.txt
151,MT3g5HSxoz8,MT3g5HSxoz8.txt,Real estate agent plus banking correspondent,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/MT3g5HSxoz8.txt
152,MtxN_5YiW3A,MtxN_5YiW3A.txt,How to sell loans on social media,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/MtxN_5YiW3A.txt
153,MWlQa-fc4ZQ,MWlQa-fc4ZQ.txt,Private Consignment,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/MWlQa-fc4ZQ.txt
154,MWrRf_6w30Q,MWrRf_6w30Q.txt,Como evitar problemas juridicos na sua operacao,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/MWrRf_6w30Q.txt
155,MxAmuSFah5o,MxAmuSFah5o.txt,COMO FECHAR MAIS CONTRATOS USANDO UMA LISTA HIGIENIZADA E UM DISCADOR AUTOMATICO?,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/MxAmuSFah5o.txt
156,mXjSbSL3FPo,mXjSbSL3FPo.txt,Planejamento de marketing2024,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/mXjSbSL3FPo.txt
157,N1QMwTlmTQQ,N1QMwTlmTQQ.txt,Treinamento completo seguro prestamista,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/N1QMwTlmTQQ.txt
158,N6MoNSUCoTQ,N6MoNSUCoTQ.txt,Certifications Christmas gift,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/N6MoNSUCoTQ.txt
159,Nbum0mxHPTc,Nbum0mxHPTc.txt,Calculating outstanding balance,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Nbum0mxHPTc.txt
160,nGHN5sODDeM,nGHN5sODDeM.txt,Join elite corban team,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/nGHN5sODDeM.txt
161,NKwVK8VVjYU,NKwVK8VVjYU.txt,The End of Anniversary Withdrawals - New FGTS Rules,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/NKwVK8VVjYU.txt
162,nnD-d5V_ShY,nnD-d5V_ShY.txt,SOMA ready-made sales structure,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/nnD-d5V_ShY.txt
163,Np3osX1AiuQ,Np3osX1AiuQ.txt,Saque aniversario FGTS aula com Tulio,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Np3osX1AiuQ.txt
164,Np4e7r19i8s,Np4e7r19i8s.txt,Hidden opportunities for corban,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Np4e7r19i8s.txt
165,npMJIP5Te54,npMJIP5Te54.txt,Realize selling loans online,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/npMJIP5Te54.txt
166,O-NnOL1wos8,O-NnOL1wos8.txt,Becoming corban complete solution,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/O-NnOL1wos8.txt
167,o6rhCeCdke4,o6rhCeCdke4.txt,Portability retention strategy,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/o6rhCeCdke4.txt
168,O_AYL2rwzL0,O_AYL2rwzL0.txt,Home office two weeks August,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/O_AYL2rwzL0.txt
169,oCmghETB7u0,oCmghETB7u0.txt,Partner sales economics,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/oCmghETB7u0.txt
170,OFXVvWXdIJQ,OFXVvWXdIJQ.txt,Digitacao em lote de aumento iCred,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/OFXVvWXdIJQ.txt
171,oq_7VkDPeGA,oq_7VkDPeGA.txt,Presenca laboratory to partner growth,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/oq_7VkDPeGA.txt
172,oR8IKQGaAwc,oR8IKQGaAwc.txt,Contacting clients to sell credit,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/oR8IKQGaAwc.txt
173,OS-EnCHAmvw,OS-EnCHAmvw.txt,Home office opportunity in May,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/OS-EnCHAmvw.txt
174,oV8_ro58Bso,oV8_ro58Bso.txt,Payroll credit card overview,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/oV8_ro58Bso.txt
175,OvzT0LcXTL0,OvzT0LcXTL0.txt,Right mindset for corban,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/OvzT0LcXTL0.txt
176,ozm7B-3Rvlo,ozm7B-3Rvlo.txt,Selling credit online via multiple channels,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/ozm7B-3Rvlo.txt
177,P2P7ivBZwV8,P2P7ivBZwV8.txt,Febraban certification beginning of year,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/P2P7ivBZwV8.txt
178,P5RIz7PQ5Bw,P5RIz7PQ5Bw.txt,Selling many products class 03,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/P5RIz7PQ5Bw.txt
179,PDW3cdQWAks,PDW3cdQWAks.txt,Como bater meta de consignado com tres dicas,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/PDW3cdQWAks.txt
180,Pe-ddX0grZc,Pe-ddX0grZc.txt,O maior erro da minha operacao de consignado,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Pe-ddX0grZc.txt
181,PkM5BR5dQjQ,PkM5BR5dQjQ.txt,Pre digitacao do aumento - tudo que precisa saber,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/PkM5BR5dQjQ.txt
182,PMdcGwJfgr8,PMdcGwJfgr8.txt,Melhor oferta para vender consignado - seguro,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/PMdcGwJfgr8.txt
183,ptbLKpnbxCg,ptbLKpnbxCg.txt,How to become corban stepguide,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/ptbLKpnbxCg.txt
184,ptVl_qTR48I,ptVl_qTR48I.txt,What is a payroll loan,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/ptVl_qTR48I.txt
185,PWu63gzpBo4,PWu63gzpBo4.txt,Home office partner system 40 banks,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/PWu63gzpBo4.txt
186,PxchmWE2JTw,PxchmWE2JTw.txt,What to know before entering corban market,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/PxchmWE2JTw.txt
187,q1IA7EDNurs,q1IA7EDNurs.txt,Avoiding corban business collapse,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/q1IA7EDNurs.txt
188,qCM3XvIEIbQ,qCM3XvIEIbQ.txt,Reducing portability retention,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/qCM3XvIEIbQ.txt
189,qFgAcnC9Wx0,qFgAcnC9Wx0.txt,Febraban beginning of year,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/qFgAcnC9Wx0.txt
190,QhfoOy6H0fg,QhfoOy6H0fg.txt,Conselhos antes de se tornar correspondente,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/QhfoOy6H0fg.txt
191,qlu-rANP6Wk,qlu-rANP6Wk.txt,Self-regulation part1 deferred commissions,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/qlu-rANP6Wk.txt
192,qnoFFFZG68k,qnoFFFZG68k.txt,How to sell credit step by step,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/qnoFFFZG68k.txt
193,QNtPEpg4ry4,QNtPEpg4ry4.txt,Sistema para vender consignado automaticamente - URA,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/QNtPEpg4ry4.txt
194,QXQyXiUOUZU,QXQyXiUOUZU.txt,How to find clients to sell loans,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/QXQyXiUOUZU.txt
195,R9bhu343Cj4,R9bhu343Cj4.txt,ACREFI certification guide,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/R9bhu343Cj4.txt
196,R_WNdRrqA3k,R_WNdRrqA3k.txt,Perfis de clientes para correspondentes,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/R_WNdRrqA3k.txt
197,Rfkd7jwPldo,Rfkd7jwPldo.txt,Importancia da plataforma multicanal - Digisac,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Rfkd7jwPldo.txt
198,RIFZADd0q2M,RIFZADd0q2M.txt,Sistema para vender mais em menos tempo - discador,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/RIFZADd0q2M.txt
199,riFZB-vsFRw,riFZB-vsFRw.txt,Loan term objection and prepayment,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/riFZB-vsFRw.txt
200,rmnJC4L5WI4,rmnJC4L5WI4.txt,Online selling in extra5percent margin campaign,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/rmnJC4L5WI4.txt
201,rNxRTd0u05Q,rNxRTd0u05Q.txt,Finding loan customers,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/rNxRTd0u05Q.txt
202,roUOKbDG3PI,roUOKbDG3PI.txt,Easiest entry routes for corban,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/roUOKbDG3PI.txt
203,rtruzdMd7Hc,rtruzdMd7Hc.txt,Selling loans through WhatsApp,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/rtruzdMd7Hc.txt
204,S37_zA3UQ6k,S37_zA3UQ6k.txt,Strategies for profit first month as corban,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/S37_zA3UQ6k.txt
205,s67SlWV1Ems,s67SlWV1Ems.txt,Registering with banks through promoters,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/s67SlWV1Ems.txt
206,S7kkFctlT_o,S7kkFctlT_o.txt,Entenda SRCC e efeito na operacao,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/S7kkFctlT_o.txt
207,sbw6x8urVOg,sbw6x8urVOg.txt,Exchange corban ABT ABT1 ABT2,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/sbw6x8urVOg.txt
208,ScNP5udQBAc,ScNP5udQBAc.txt,Contornar crise e vender mais consignado,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/ScNP5udQBAc.txt
209,sDYNRRUMf1Q,sDYNRRUMf1Q.txt,Three WhatsApp mistakes,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/sDYNRRUMf1Q.txt
210,Sewayrpbg54,Sewayrpbg54.txt,March decisive month certification,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Sewayrpbg54.txt
211,sIKQr7uKnwA,sIKQr7uKnwA.txt,Starting loan portability with GLNB,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/sIKQr7uKnwA.txt
212,sL7_BNn-CUo,sL7_BNn-CUo.txt,Choosing portability strategy,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/sL7_BNn-CUo.txt
213,SmLA3_P5xYU,SmLA3_P5xYU.txt,Registro de marca da empresa,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/SmLA3_P5xYU.txt
214,SUaANO3yqd8,SUaANO3yqd8.txt,Treinamento02 calculo valor liberado consignado,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/SUaANO3yqd8.txt
215,SYBDpwDUh2s,SYBDpwDUh2s.txt,SOMA - sistema gratuito CLT e CRM,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/SYBDpwDUh2s.txt
216,t7EvafTo4ws,t7EvafTo4ws.txt,Certification in ten days,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/t7EvafTo4ws.txt
217,tB3ffpiu0-M,tB3ffpiu0-M.txt,Building a sales script,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/tB3ffpiu0-M.txt
218,TDNpecj4BLw,TDNpecj4BLw.txt,Dica para futuros empreendedores,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/TDNpecj4BLw.txt
219,tLdCPHF5k8o,tLdCPHF5k8o.txt,Bank registration with Leve executive,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/tLdCPHF5k8o.txt
